0.00000e+00 2.42000e+01 2.56000e+01
1.00000e+01 2.64000e+01 2.28000e+01
2.00000e+01 2.92000e+01 2.06000e+01
3.00000e+01 3.14000e+01 1.78000e+01
4.00000e+01 3.42000e+01 1.56000e+01
5.00000e+01 3.64000e+01 1.28000e+01
6.00000e+01 3.92000e+01 1.06000e+01
7.00000e+01 4.14000e+01 7.80000e+00
8.00000e+01 4.42000e+01 5.60000e+00
9.00000e+01 4.64000e+01 2.80000e+00
1.10000e+02 1.40000e+00 4.78000e+01
1.20000e+02 4.20000e+00 4.56000e+01
1.30000e+02 6.40000e+00 4.28000e+01
1.40000e+02 9.20000e+00 4.06000e+01
1.50000e+02 1.14000e+01 3.78000e+01
1.60000e+02 1.42000e+01 3.56000e+01
1.70000e+02 1.64000e+01 3.28000e+01
1.80000e+02 1.92000e+01 3.06000e+01
1.90000e+02 2.14000e+01 2.78000e+01
2.00000e+02 2.42000e+01 2.56000e+01
2.10000e+02 2.64000e+01 2.28000e+01
2.20000e+02 2.92000e+01 2.06000e+01
2.30000e+02 3.14000e+01 1.78000e+01
2.40000e+02 3.42000e+01 1.56000e+01
2.50000e+02 3.64000e+01 1.28000e+01
2.60000e+02 3.92000e+01 1.06000e+01
2.70000e+02 4.14000e+01 7.80000e+00
2.80000e+02 4.42000e+01 5.60000e+00
2.90000e+02 4.64000e+01 2.80000e+00
3.10000e+02 1.40000e+00 4.78000e+01
3.20000e+02 4.20000e+00 4.56000e+01
3.30000e+02 6.40000e+00 4.28000e+01
3.40000e+02 9.20000e+00 4.06000e+01
3.50000e+02 1.14000e+01 3.78000e+01
3.60000e+02 1.42000e+01 3.56000e+01
3.70000e+02 1.64000e+01 3.28000e+01
3.80000e+02 1.92000e+01 3.06000e+01
3.90000e+02 2.14000e+01 2.78000e+01
4.00000e+02 2.42000e+01 2.56000e+01
4.10000e+02 2.64000e+01 2.28000e+01
4.20000e+02 2.92000e+01 2.06000e+01
4.30000e+02 3.14000e+01 1.78000e+01
4.40000e+02 3.42000e+01 1.56000e+01
4.50000e+02 3.64000e+01 1.28000e+01
4.60000e+02 3.92000e+01 1.06000e+01
4.70000e+02 4.14000e+01 7.80000e+00
4.80000e+02 4.42000e+01 5.60000e+00
4.90000e+02 4.64000e+01 2.80000e+00
